CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,SSC_Marks,HSC_Marks,ExtracurricularActivities_Yes,PlacementTraining_Yes,PlacementStatus_Placed
6.5,2,1,1,78,3.5,61,67,0,1,0
8.4,2,2,0,79,4.6,65,86,0,1,1
7.4,1,2,1,69,4.6,55,68,0,1,0
7.5,0,2,1,73,3.6,55,65,0,1,0
8.1,2,3,1,90,4.7,74,84,1,0,1
7.6,0,2,0,61,3.8,55,67,0,1,0
7.0,1,1,0,76,4.8,70,63,1,0,1
6.8,1,1,0,72,4.2,60,68,0,1,0
7.8,2,2,1,79,4.6,79,71,1,0,0
8.5,0,3,0,90,4.8,79,82,1,1,1
6.5,1,1,0,66,4.8,60,64,1,0,0
8.5,0,1,0,73,4.3,73,67,1,1,0
8.5,1,1,2,85,4.3,57,61,1,1,0
8.5,2,3,2,90,4.8,83,88,1,1,1
6.5,1,2,0,86,4.4,55,66,1,1,0
6.6,1,1,0,74,3.6,55,67,0,0,0
8.5,1,3,0,88,4.7,76,83,1,1,1
6.8,1,3,0,80,3.9,60,70,1,0,0
8.3,2,3,2,84,4.7,68,80,1,1,1
8.4,1,3,0,73,4.5,82,83,1,1,0
8.4,1,1,2,76,3.7,55,60,0,1,0
8.5,0,3,0,90,4.8,55,86,1,1,1
6.5,1,1,0,71,4.3,62,70,1,1,0
8.3,1,3,2,82,4.3,61,66,1,1,0
8.4,1,1,1,70,4.2,62,68,0,0,0
8.1,2,3,0,87,4.4,69,78,1,1,1
7.3,1,2,1,61,4.7,68,72,1,1,0
7.5,0,1,0,81,4.2,67,60,0,0,0
7.4,0,2,1,75,4.1,78,65,0,1,1
7.7,1,3,2,78,4.6,83,81,1,1,0
6.6,1,1,0,83,4.4,55,62,0,0,0
7.9,1,3,0,82,4.7,57,72,1,0,0
8.4,0,2,2,87,4.3,77,67,1,1,0
8.0,1,2,1,78,3.6,79,83,1,1,0
8.0,0,3,2,90,4.1,59,86,1,1,0
8.3,1,3,2,90,4.8,75,85,1,1,1
7.8,0,1,0,74,4.5,55,69,0,0,0
7.8,1,2,1,68,3.9,61,63,0,0,0
7.6,1,1,2,89,4.8,76,86,0,1,0
6.6,1,2,0,81,4.5,62,64,1,1,1
7.4,0,3,1,83,4.3,82,68,1,1,1
7.6,1,3,2,90,4.8,74,83,1,1,0
6.6,0,1,2,81,4.3,67,72,0,1,0
8.3,1,1,0,90,4.3,77,80,1,1,0
8.5,0,1,1,64,3.8,56,81,1,0,0
7.4,1,2,1,61,4.4,62,69,1,1,1
8.3,2,3,2,90,4.8,84,88,1,1,1
7.7,1,1,0,82,3.8,82,87,1,1,1
8.2,2,3,0,76,4.2,72,67,1,1,1
8.1,2,3,2,90,4.8,75,84,1,1,1
8.3,2,3,3,89,4.8,74,77,1,0,0
7.7,1,1,1,76,4.6,59,82,1,1,0
8.3,1,3,2,89,4.8,81,85,1,1,1
7.5,0,3,2,85,4.5,75,73,0,1,1
8.3,0,3,0,86,4.3,56,65,1,0,0
8.0,1,3,1,75,4.2,76,84,1,1,0
7.5,1,2,0,66,4.2,55,65,0,1,0
8.0,1,1,0,90,4.4,74,62,0,1,0
7.7,2,2,2,85,4.7,83,82,1,1,1
8.1,1,3,0,87,4.7,83,85,1,1,1
7.3,1,1,0,83,3.7,55,62,0,0,0
6.5,0,2,1,81,4.8,55,69,1,1,0
7.3,1,1,0,70,4.3,63,76,0,1,0
7.8,0,2,2,80,3.9,55,67,1,1,0
6.7,0,1,0,78,3.0,55,65,0,0,0
7.5,1,1,1,66,4.1,56,69,0,1,0
7.6,2,3,1,87,4.4,63,65,0,0,0
6.8,1,1,0,68,4.2,55,63,0,1,0
7.2,1,3,3,88,4.6,76,84,0,1,1
7.4,1,1,1,73,3.6,62,63,0,1,0
8.0,2,3,0,88,4.5,77,84,1,0,0
7.3,1,1,1,74,4.8,55,66,0,0,0
6.5,1,1,0,86,4.2,65,65,1,1,0
8.5,2,3,2,87,4.6,73,86,1,1,1
6.6,1,1,0,73,4.5,72,66,1,0,0
8.4,1,2,0,90,4.8,78,86,1,1,1
8.4,1,3,1,85,4.8,55,80,1,1,0
8.3,0,1,2,81,4.4,76,81,1,1,1
6.6,1,1,0,78,4.6,55,67,0,1,0
7.7,2,2,0,71,4.0,55,72,0,1,1
8.5,1,3,2,86,4.5,89,77,1,1,1
7.7,1,2,0,74,4.7,69,71,1,1,1
8.5,0,3,2,90,4.6,74,72,0,1,1
7.5,0,1,1,74,4.0,55,69,0,1,0
8.4,2,3,2,90,4.5,75,80,1,1,1
6.6,1,2,0,70,4.0,55,62,0,0,0
8.6,2,3,2,90,4.8,81,87,1,1,1
8.7,2,3,2,90,4.8,79,87,1,1,1
8.2,2,3,2,87,4.8,72,88,1,1,1
8.0,2,3,2,90,4.7,78,80,1,1,1
8.4,0,1,1,64,3.6,64,65,1,1,0
8.2,0,3,1,90,4.8,61,75,1,0,0
7.5,1,1,0,71,3.6,60,65,0,0,0
8.5,2,3,2,90,4.7,74,86,1,1,1
7.8,1,3,1,89,4.8,75,85,1,1,1
7.7,0,1,0,83,4.7,78,84,1,1,0
8.3,1,2,0,80,3.6,72,63,0,1,0
7.1,1,3,1,77,4.2,62,60,1,1,0
7.2,1,2,2,75,4.2,65,69,0,1,0
8.0,2,3,2,90,4.8,81,87,1,1,1
7.9,2,3,2,84,4.7,72,86,1,1,1
7.8,1,3,2,78,4.8,84,66,1,0,0
7.9,1,1,0,89,4.5,78,81,1,1,1
6.7,1,1,0,73,3.5,55,63,1,1,0
8.1,0,3,2,82,4.8,82,83,1,0,1
7.5,2,3,0,81,4.8,80,80,1,1,1
6.5,1,1,2,68,4.2,68,64,0,0,0
7.5,0,1,0,65,3.9,55,65,0,0,0
6.7,1,1,2,74,4.3,62,72,1,0,1
7.6,2,1,0,70,4.4,57,66,0,1,0
6.8,1,1,0,82,4.6,58,75,0,1,1
7.8,2,2,2,80,4.6,90,79,1,1,1
7.6,1,1,0,60,3.6,55,64,0,0,0
8.1,2,3,2,90,4.7,79,88,1,1,1
7.4,0,1,1,69,4.3,55,76,0,1,0
7.6,1,1,0,63,3.3,63,72,0,0,0
7.6,1,2,3,81,4.0,55,83,0,1,0
8.3,1,3,2,85,4.7,71,86,1,1,0
8.3,1,3,2,90,4.8,69,88,1,1,1
7.5,1,1,1,72,4.5,59,65,0,1,0
7.5,1,1,1,77,4.4,70,67,1,0,0
6.5,1,1,0,67,3.9,84,66,0,0,0
7.7,1,1,0,65,3.9,55,72,0,0,0
8.1,1,3,2,89,4.7,71,80,1,1,0
7.5,0,1,1,66,4.1,58,67,1,1,0
6.5,0,3,1,69,4.5,57,63,0,0,0
6.5,1,1,0,60,3.5,59,74,0,1,0
7.5,0,1,0,64,4.4,67,69,0,1,0
8.2,1,3,2,88,4.8,75,82,1,1,1
8.1,1,2,2,83,4.8,81,82,1,1,1
7.4,1,2,0,71,4.6,63,68,0,0,0
8.3,2,3,1,80,4.6,55,80,1,0,0
8.0,1,1,1,80,4.2,74,68,0,1,0
8.7,2,3,0,82,4.8,78,83,1,1,1
7.1,1,1,0,69,3.6,55,70,1,1,0
7.3,1,1,0,69,3.7,56,70,0,1,0
7.4,1,1,1,66,3.5,55,70,0,1,0
7.7,1,2,1,70,4.8,74,85,1,1,0
6.5,0,1,0,74,4.2,64,72,0,0,0
8.9,2,3,2,90,4.8,72,84,1,1,1
8.2,1,3,0,80,4.3,79,68,1,1,1
8.1,0,2,0,84,4.0,68,69,1,1,0
7.2,1,1,0,69,4.1,64,73,1,0,0
7.9,0,3,1,82,4.0,82,67,0,1,1
6.5,1,2,0,61,4.5,75,68,0,0,0
7.6,1,3,3,79,4.2,61,70,0,1,0
8.2,2,3,2,85,4.0,85,88,1,1,1
6.8,1,1,1,64,3.3,55,68,0,0,0
6.5,1,1,0,61,3.5,61,69,0,1,0
7.7,1,1,1,75,3.5,71,66,0,0,1
7.6,1,2,1,67,4.6,61,67,0,1,0
7.5,1,2,0,78,3.9,66,68,0,0,0
6.5,1,1,1,73,4.5,55,59,0,0,0
7.4,1,1,1,69,4.2,60,69,1,0,0
8.0,1,2,1,82,4.8,79,80,1,1,1
7.5,2,3,0,84,4.5,71,68,1,1,0
8.7,0,3,2,88,4.7,74,86,1,1,1
7.8,1,2,0,73,4.5,83,75,1,1,0
7.4,1,1,0,69,3.9,62,74,0,0,0
8.2,2,3,2,88,4.3,70,88,1,0,1
8.9,1,2,1,84,4.1,68,62,1,1,0
7.5,1,2,2,78,4.5,75,70,0,1,1
7.1,1,1,1,71,4.2,65,69,1,1,0
8.1,0,3,2,90,4.8,79,86,1,1,1
7.5,0,1,2,72,4.4,55,69,0,1,0
7.7,1,3,2,90,4.6,81,79,0,1,1
8.3,0,2,0,90,4.6,75,82,1,1,1
6.5,1,1,1,76,3.8,60,68,0,1,0
8.4,1,2,2,86,4.2,80,82,1,1,0
6.5,2,1,1,86,3.7,58,68,1,1,0
8.5,0,2,2,85,4.1,59,82,1,1,1
7.8,1,1,0,86,4.6,59,69,0,1,0
8.2,1,3,1,79,4.6,73,84,1,1,0
7.6,1,2,0,70,3.6,56,66,0,1,0
6.5,2,1,0,78,4.4,75,65,0,1,0
7.4,1,1,1,62,4.8,55,71,1,1,0
8.5,1,3,2,86,4.7,73,83,1,1,1
7.7,1,2,1,76,4.1,56,69,0,1,0
8.1,1,2,0,86,4.8,82,63,0,1,0
6.9,2,2,0,68,3.2,55,65,0,1,0
7.7,0,2,0,72,4.5,63,87,0,1,0
7.5,1,1,0,81,3.6,56,71,0,1,0
8.3,2,3,2,90,4.2,71,81,1,1,1
7.6,1,1,0,73,4.2,56,66,0,0,0
7.7,1,2,1,74,4.6,64,57,1,1,1
8.4,1,2,1,77,4.0,79,84,1,1,0
7.5,1,2,0,70,4.2,55,72,0,1,1
7.4,1,1,0,81,4.6,83,81,0,0,0
6.9,1,1,1,61,4.6,55,64,1,1,0
8.1,1,2,0,84,4.3,58,80,0,0,1
8.0,0,2,0,85,3.8,75,69,1,1,0
6.5,1,1,1,81,4.8,58,77,0,1,0
8.4,1,1,2,81,4.6,70,70,1,1,1
7.5,1,1,1,65,4.5,55,67,0,0,0
7.7,1,3,0,74,4.3,75,86,1,1,0
8.3,2,3,2,90,4.8,78,80,1,1,1
6.5,0,3,0,77,3.6,60,74,1,0,0
7.6,1,1,1,89,4.8,55,84,1,1,1
7.4,0,1,1,70,4.3,55,69,0,1,0
6.6,1,1,0,73,3.1,58,61,0,0,0
6.5,1,1,1,70,4.1,65,66,0,0,0
8.2,1,2,1,79,4.4,83,65,1,1,1
6.5,1,2,1,74,3.9,56,68,0,1,0
6.7,1,1,0,74,4.4,55,69,1,1,0
8.8,2,3,2,90,4.7,74,86,1,1,1
8.0,2,3,2,87,3.7,72,83,1,1,1
6.7,1,2,0,73,3.4,55,59,0,1,0
8.8,0,2,1,78,4.5,78,71,1,1,0
7.5,1,1,0,74,3.5,60,68,0,1,1
7.9,1,2,0,64,3.7,62,64,1,0,0
8.2,2,2,3,84,4.8,79,80,1,1,0
7.8,2,2,2,79,4.5,72,86,1,0,0
6.5,1,3,2,75,3.8,79,67,1,1,0
8.2,0,1,1,64,3.9,55,82,0,1,0
6.9,1,2,1,74,4.0,59,66,1,1,0
8.5,0,3,2,88,4.5,85,88,1,1,1
7.4,1,1,1,70,4.0,57,72,1,1,0
8.1,2,3,2,90,4.8,79,88,1,0,1
7.8,0,1,0,71,3.7,55,62,0,0,0
6.5,1,2,0,81,4.1,56,81,1,1,0
8.4,0,1,1,78,3.8,64,68,1,0,0
7.8,1,1,1,85,4.8,82,83,1,1,1
7.9,1,3,2,87,4.8,82,88,1,1,1
6.5,1,1,0,82,4.3,57,70,0,1,0
8.0,2,3,0,90,4.5,85,79,1,1,1
8.1,2,3,2,83,4.5,83,82,1,1,1
7.4,1,1,2,63,3.6,62,72,0,1,0
8.1,2,3,0,89,4.1,81,67,1,0,0
7.8,1,3,2,90,4.8,58,78,1,1,1
6.6,2,1,0,67,3.9,55,74,0,0,0
7.3,1,1,2,82,4.0,59,75,1,1,0
8.3,1,1,2,90,4.5,79,81,1,1,1
6.5,1,1,0,70,4.1,65,72,0,0,0
8.4,2,3,2,90,4.8,76,85,1,1,1
7.7,1,3,0,75,4.0,78,81,1,1,1
6.5,2,3,2,71,3.8,66,80,1,1,1
7.6,1,3,2,79,3.8,75,88,1,1,1
8.5,1,2,0,84,4.5,77,81,1,1,0
6.5,2,2,2,80,4.6,81,72,1,1,1
6.7,1,1,0,71,4.1,60,68,0,0,0
7.5,1,1,1,66,4.0,61,72,0,1,0
7.5,0,2,1,82,4.2,80,85,1,1,0
7.9,1,2,0,77,4.2,75,63,0,1,0
7.7,1,3,2,85,4.5,76,81,1,1,0
7.8,2,3,1,90,4.0,81,84,1,1,0
8.6,2,3,2,90,4.8,73,68,1,1,1
8.1,2,3,2,85,4.8,83,84,1,1,1
6.6,1,1,0,77,3.8,59,71,0,1,0
8.0,2,3,2,87,4.8,75,81,1,1,1
8.6,1,3,2,90,4.5,72,83,1,1,1
8.3,1,3,2,90,4.7,76,80,1,1,1
8.0,2,1,0,90,4.7,83,85,1,1,1
7.5,1,2,0,82,4.1,64,61,0,0,0
7.8,0,1,0,63,4.2,56,70,0,1,0
7.5,0,2,0,81,3.6,55,68,0,1,1
7.8,1,1,1,63,4.1,55,67,0,1,0
6.7,1,1,0,66,4.3,55,71,1,0,0
7.6,1,3,1,81,3.9,82,84,1,1,1
7.6,0,2,1,77,4.7,76,65,1,1,0
8.1,1,3,2,85,4.5,76,87,1,0,0
8.2,1,2,2,81,4.8,75,87,1,1,1
7.6,1,2,0,74,4.1,67,69,0,1,0
7.5,1,1,1,69,3.9,59,66,0,1,0
7.3,1,2,1,88,4.8,55,74,0,0,0
6.7,0,2,0,75,4.2,55,64,0,1,0
8.7,0,1,0,87,4.8,77,79,1,0,1
8.0,2,1,2,88,4.7,62,66,1,1,1
8.3,0,1,0,69,4.3,68,63,1,0,0
7.6,0,3,1,81,4.6,61,71,1,1,0
6.5,2,1,0,86,3.4,55,64,0,1,0
7.4,1,1,1,70,3.5,57,61,0,1,0
8.7,2,3,2,76,4.3,82,83,1,1,1
6.5,1,1,0,79,3.7,63,62,0,0,0
8.4,1,3,2,70,3.8,75,86,1,0,0
7.4,1,1,0,67,3.7,65,65,0,0,0
7.4,0,1,0,63,4.2,58,66,0,1,0
6.7,0,2,0,70,3.0,55,69,0,1,0
8.3,2,3,2,90,4.4,90,84,1,1,1
8.3,2,3,0,90,4.8,79,82,1,1,1
6.5,1,2,0,60,4.3,55,70,0,0,0
7.4,1,2,0,80,4.7,59,64,0,1,0
7.1,0,1,0,90,4.5,79,78,1,0,0
6.5,0,3,2,73,4.5,74,84,1,1,1
8.6,2,3,2,90,4.5,79,84,1,1,1
6.5,2,1,0,69,3.7,55,68,0,0,0
8.5,1,3,0,90,4.5,74,83,1,1,1
6.9,1,1,0,75,3.8,55,66,1,1,0
6.5,1,1,2,84,4.5,78,68,0,1,0
8.1,2,3,2,87,4.8,84,86,1,0,1
7.5,0,1,1,70,4.4,55,66,0,0,0
6.8,1,2,1,75,4.0,62,76,0,1,0
7.9,1,0,3,90,4.8,68,88,1,1,0
8.2,1,3,0,82,4.7,76,84,1,1,0
7.7,1,1,0,75,4.0,61,71,0,1,1
8.3,2,2,0,81,4.7,78,86,1,1,0
6.8,0,2,0,78,4.1,57,88,0,1,0
7.7,1,1,0,69,4.4,59,66,0,0,0
6.5,2,1,3,83,4.5,55,68,1,1,0
8.2,1,1,2,89,4.8,87,84,1,1,1
7.0,1,1,2,83,4.8,83,80,1,1,1
7.5,1,1,0,66,3.9,55,71,0,0,0
7.3,1,1,0,60,3.2,61,70,0,0,0
7.3,1,1,0,80,3.8,59,58,1,1,1
7.0,1,2,1,61,4.0,70,65,0,1,0
7.4,1,1,0,86,4.5,69,86,1,1,0
6.7,1,3,1,86,4.8,75,80,1,1,1
8.0,0,3,2,90,4.8,84,82,1,1,1
8.0,2,3,2,80,4.8,72,63,1,0,1
8.4,1,3,2,90,4.8,79,87,1,1,1
7.6,1,1,0,69,4.0,59,65,0,1,0
8.2,1,2,0,81,4.4,55,62,0,1,0
7.5,1,1,0,71,4.0,63,64,0,0,0
8.2,2,1,2,90,4.6,74,79,1,1,1
8.1,0,2,0,77,3.8,84,62,1,1,0
7.7,1,2,0,80,3.5,79,84,1,1,0
7.4,1,2,0,74,4.5,70,68,0,1,1
8.4,2,3,2,90,4.8,80,80,1,1,1
7.4,1,1,0,74,3.9,55,69,0,1,0
7.6,0,2,0,75,3.6,56,70,0,0,0
7.7,1,2,0,81,4.4,75,83,0,1,0
7.4,2,3,2,79,4.7,87,84,1,0,1
7.7,1,2,0,80,4.0,57,67,0,1,0
7.6,0,2,0,84,4.0,70,86,1,1,1
8.5,1,3,2,90,4.7,69,86,1,1,1
7.5,0,2,0,81,4.1,63,64,0,0,0
7.4,1,1,1,73,4.2,66,87,1,0,0
6.5,1,1,0,73,4.0,59,67,1,0,1
8.3,2,1,2,75,3.9,55,64,0,0,0
7.4,1,2,0,73,4.2,55,61,0,0,0
8.7,1,3,2,80,4.1,70,88,1,1,1
8.4,2,3,2,84,3.7,81,82,0,0,0
7.6,0,1,0,75,4.2,55,59,1,0,0
8.5,1,3,3,84,4.6,69,88,1,1,1
7.5,1,1,0,71,3.7,73,71,0,1,0
7.5,1,1,0,77,4.0,55,63,0,1,0
7.6,0,2,0,70,3.8,63,69,0,1,0
8.1,1,2,0,90,4.5,70,61,0,0,0
7.7,1,2,1,80,4.4,81,57,0,1,0
7.5,1,1,1,80,4.1,73,69,1,1,0
8.5,1,2,0,87,4.3,72,83,1,1,1
7.6,0,1,1,71,4.3,59,66,0,0,0
6.5,0,1,1,69,3.9,55,62,0,0,0
8.2,2,3,3,82,4.0,83,80,1,1,1
6.9,1,2,0,70,4.8,78,88,1,1,0
8.4,2,3,2,84,4.7,85,85,1,0,0
7.6,1,2,2,76,4.5,80,85,1,1,1
7.7,1,1,0,81,4.6,76,68,0,1,0
8.0,1,2,2,90,4.7,77,88,1,1,0
8.3,2,3,0,90,4.8,84,86,1,1,1
8.3,2,3,2,90,4.8,86,85,1,1,1
7.5,1,1,0,61,3.9,55,74,0,0,0
8.3,1,3,2,89,3.4,77,85,1,1,1
6.5,0,1,0,66,4.0,66,72,0,1,0
8.6,1,1,2,90,4.7,76,85,1,1,1
7.3,0,1,1,70,3.9,55,71,0,0,0
8.2,2,3,2,87,4.8,83,83,1,1,1
8.5,1,1,2,78,4.5,58,73,0,1,0
7.7,0,2,0,74,4.2,55,71,0,1,0
8.4,1,3,2,80,4.5,71,64,1,1,0
8.6,1,1,2,90,4.7,87,66,1,1,1
7.3,0,2,2,86,4.8,74,86,1,1,1
8.3,0,3,3,89,4.8,74,74,1,1,1
6.5,1,1,0,66,3.9,55,73,0,0,0
6.8,0,1,0,72,4.2,55,69,0,0,0
8.3,0,3,2,90,4.5,74,83,1,1,1
8.5,1,2,0,81,4.4,79,75,1,1,1
6.5,1,1,1,71,4.5,55,74,0,0,0
7.9,2,3,2,83,4.5,72,84,1,1,0
6.7,0,1,1,71,4.2,55,69,0,0,0
8.1,1,1,0,70,4.3,76,69,1,1,0
7.5,0,2,0,70,4.1,55,67,0,1,0
6.7,0,2,1,71,3.7,55,67,0,0,0
8.4,2,3,2,90,4.8,72,84,1,1,1
6.7,2,1,0,78,4.4,56,62,0,1,0
6.5,1,1,1,75,3.8,56,64,0,1,0
6.5,1,2,0,71,4.0,75,74,1,1,0
7.7,1,3,2,88,4.5,79,70,1,1,0
7.3,0,3,1,82,3.8,84,62,0,0,0
7.6,0,1,2,72,3.7,55,61,0,0,0
6.8,1,1,1,73,3.9,78,67,0,1,0
7.6,1,2,3,81,4.6,73,82,1,1,0
6.5,1,2,0,61,4.0,56,61,0,0,0
6.9,1,1,1,74,4.1,55,61,0,1,0
6.8,1,1,0,74,4.3,59,67,0,1,1
7.4,1,1,0,82,4.7,84,87,1,1,0
8.2,2,3,1,90,3.9,76,82,1,1,1
7.9,0,2,0,81,4.5,74,87,1,1,0
6.7,1,2,1,81,4.5,71,83,1,1,1
8.2,1,1,0,71,4.4,77,68,1,1,0
7.6,1,1,1,71,3.8,62,71,0,0,0
7.3,1,3,0,71,4.5,58,70,0,0,0
8.4,1,2,2,73,4.3,71,79,1,0,1
7.6,1,1,0,83,4.1,68,63,0,0,0
6.5,0,1,1,70,4.4,55,62,0,1,0
8.3,1,1,1,75,4.8,56,65,0,0,0
8.2,2,1,2,90,4.5,66,83,1,0,0
7.4,1,1,1,80,4.2,75,65,1,1,1
8.1,2,3,0,79,4.8,70,82,1,1,0
7.5,0,3,0,73,4.5,68,83,1,0,0
6.6,0,1,1,71,3.4,56,70,0,0,0
7.6,1,2,1,69,4.2,63,60,0,0,0
7.5,1,2,1,85,4.8,61,84,0,1,0
8.2,1,2,0,88,4.3,76,81,0,0,1
8.4,1,1,2,76,4.6,74,85,1,1,0
8.5,2,3,2,90,4.8,85,88,1,1,1
6.8,1,1,0,74,4.0,62,83,1,0,0
6.5,1,3,1,76,4.6,74,76,1,1,1
8.0,1,2,0,78,4.8,79,70,0,1,0
8.4,1,1,2,85,4.8,75,84,1,1,1
6.6,1,1,1,85,4.1,80,85,1,1,0
8.2,2,3,0,65,4.3,78,83,1,1,1
7.7,1,1,2,83,4.5,71,82,1,1,1
8.3,2,3,1,85,4.8,79,86,1,1,1
6.5,1,1,0,67,4.0,60,67,0,0,0
8.4,1,3,2,77,4.5,75,72,1,1,0
8.3,1,3,0,84,4.6,71,80,1,1,1
6.5,1,2,1,84,4.7,77,72,1,1,0
7.6,0,2,0,84,4.4,55,69,0,1,0
7.4,0,2,1,66,3.7,73,68,0,0,0
8.2,1,2,2,69,4.0,58,63,1,0,0
6.5,1,2,0,81,3.5,62,63,0,1,1
8.8,1,2,0,76,4.2,61,67,1,0,0
8.5,1,0,2,77,4.6,73,83,1,1,1
8.3,1,2,0,78,4.6,74,60,1,1,0
8.0,0,3,2,90,4.8,80,85,1,1,1
8.5,2,3,0,86,4.6,69,85,1,1,1
8.5,1,3,2,90,4.8,84,81,1,1,1
8.1,1,3,2,81,4.5,70,85,0,1,0
8.6,1,3,2,90,4.6,88,85,1,1,1
8.2,2,3,2,90,4.7,81,87,1,0,1
7.5,0,1,0,82,4.1,58,69,1,1,0
8.3,2,3,0,90,4.8,75,86,1,1,1
7.7,1,1,2,79,3.9,56,66,0,1,0
7.4,1,1,1,73,4.8,61,69,1,1,0
8.3,2,3,2,90,4.8,79,88,1,1,1
7.4,1,1,0,75,4.5,57,66,0,1,1
8.3,1,2,1,70,4.8,87,85,1,1,1
6.6,0,1,1,64,4.6,64,71,1,1,0
7.8,1,2,1,66,3.7,64,67,1,1,0
6.6,0,3,1,90,4.4,55,71,0,1,0
7.7,0,3,1,74,4.3,78,65,1,1,0
7.4,1,1,0,80,3.4,55,63,0,0,0
7.5,2,3,1,79,4.4,68,71,1,1,1
8.4,1,3,3,90,4.8,76,86,1,1,1
8.7,1,1,0,85,3.8,71,69,1,1,0
8.4,1,2,0,82,4.5,76,85,1,1,0
8.0,1,2,1,80,4.7,70,81,1,1,0
7.5,0,1,1,70,3.9,55,69,0,1,0
6.5,0,2,0,74,4.5,62,68,0,0,0
6.7,0,1,1,76,3.9,55,65,0,1,0
7.4,0,1,0,73,4.4,55,72,0,0,0
8.4,2,3,1,83,4.4,77,79,1,1,0
8.0,1,3,0,79,4.3,79,78,1,1,0
8.7,2,3,0,82,4.1,72,79,1,1,1
7.5,1,2,0,79,4.4,62,69,1,0,0
7.4,1,2,1,82,3.9,55,70,0,1,0
7.7,0,2,0,77,4.1,65,69,0,0,0
7.6,0,3,0,85,4.7,70,75,1,1,1
7.5,0,3,1,74,4.8,76,71,1,1,0
8.1,1,3,0,76,4.0,75,73,1,1,1
8.4,0,3,0,90,4.8,78,66,1,1,1
7.5,1,1,1,60,4.8,75,70,1,1,0
8.0,1,3,0,86,4.2,73,88,1,1,1
7.5,1,1,0,67,4.1,57,67,0,0,0
6.5,1,2,1,69,4.3,55,61,0,0,0
8.4,0,1,2,80,4.0,62,85,1,1,1
7.7,2,3,3,84,4.2,72,79,1,1,0
8.0,1,3,0,90,4.8,72,88,1,1,1
6.5,1,3,2,85,4.8,55,70,1,1,0
6.8,0,1,0,60,3.9,67,61,0,0,0
7.4,1,3,0,75,4.6,78,86,0,0,0
7.7,1,1,1,73,4.0,58,67,0,1,0
8.1,1,1,0,84,3.7,64,64,1,0,0
7.9,2,1,0,75,3.4,55,63,1,1,0
8.5,1,2,3,77,4.8,66,85,1,1,0
8.3,1,2,0,75,3.8,55,67,0,1,0
6.6,1,3,1,79,3.2,62,69,0,1,0
8.6,2,3,2,90,4.8,85,81,1,1,1
8.1,1,3,2,87,4.5,81,88,1,1,1
6.5,1,2,0,76,3.8,62,68,0,1,0
8.4,1,1,1,74,3.8,69,76,1,0,0
8.1,1,3,2,78,3.7,73,83,1,1,1
8.1,1,3,0,87,4.1,78,85,0,1,1
8.0,1,3,2,90,4.8,77,88,1,1,1
7.4,0,1,1,80,4.2,55,69,0,0,0
8.2,1,3,2,90,4.4,71,81,1,1,1
8.4,0,3,1,86,4.0,85,67,1,1,0
7.3,0,1,2,74,4.0,69,73,0,0,0
6.7,1,1,1,81,4.1,64,72,0,0,0
6.5,0,2,1,72,3.0,59,76,0,1,0
6.5,0,1,3,76,4.4,64,70,1,0,0
7.9,2,1,1,70,4.7,61,63,0,0,0
7.4,1,1,0,60,4.2,55,65,0,1,0
7.3,1,1,1,71,4.4,69,72,0,1,0
6.5,1,3,0,74,4.0,69,68,0,1,1
6.5,1,1,0,66,4.2,78,62,0,0,0
8.2,2,3,2,90,4.8,83,82,1,1,1
8.5,2,3,2,90,4.8,83,85,1,1,1
7.8,2,3,2,90,4.8,81,87,1,0,0
7.5,1,1,0,76,4.7,55,64,0,0,0
7.5,1,1,0,82,4.1,76,70,0,0,0
6.9,1,3,0,81,4.6,62,76,1,1,1
8.6,2,3,2,90,4.8,72,86,1,1,1
8.5,2,3,1,84,4.4,87,84,1,1,1
8.5,2,3,2,85,4.7,78,68,1,1,1
8.1,1,2,1,86,4.8,69,85,1,1,1
6.6,2,3,1,85,4.1,74,69,0,0,0
8.2,1,1,2,79,4.7,67,86,1,1,1
6.5,1,1,1,65,3.0,61,79,0,0,0
7.5,1,2,3,73,3.5,55,66,0,1,0
7.4,1,1,1,79,4.4,66,65,1,1,0
7.2,1,1,0,61,4.4,57,77,0,1,0
7.6,1,1,0,71,4.1,58,59,0,1,0
8.4,1,1,1,79,4.1,59,66,0,0,0
7.7,2,3,0,79,3.9,82,86,1,1,1
7.7,2,3,0,90,4.6,55,80,1,0,0
8.1,2,2,1,76,4.8,71,81,1,1,0
8.5,1,3,2,90,4.7,75,81,1,1,1
7.6,1,3,2,90,4.5,87,71,1,0,1
7.4,1,3,1,87,4.6,69,83,0,0,0
6.6,1,1,0,74,4.7,68,64,1,0,0
8.3,2,3,2,90,4.8,87,81,1,1,0
8.3,2,3,0,85,4.8,75,83,1,1,1
8.0,2,3,2,90,4.8,80,87,1,1,1
8.3,1,3,1,81,4.8,65,83,1,1,0
7.8,1,2,0,79,4.4,71,81,1,1,0
6.9,0,1,2,72,4.8,58,85,1,1,1
7.8,1,1,1,67,3.5,60,70,0,0,0
8.8,2,3,2,90,4.7,81,79,1,1,1
7.5,0,2,0,67,3.1,55,70,0,0,0
7.0,0,1,3,86,4.2,62,81,0,1,0
8.4,1,1,0,75,3.7,59,65,1,0,0
6.5,1,1,1,78,4.3,77,69,0,1,0
7.4,1,2,2,80,3.9,77,88,0,1,1
